Week Start,Region,Product category,Supplier,Units Ordered,Units Received,Backorder Units,On Hand Units,Supplier Fill Rate,Lead Time Days,Stockout Days,Inbound Freight Cost,Purchase Price Per Unit,Lead Time Unit Days,Days In Period
2025-12-02,Central,Electronics,Northwind Foods,3064,3024,40,9962,0.9869,8.16,0.14,5480.92,23.5961,24661.61,7
2025-12-02,Central,Home,Kestrel Logistics,2901,2818,83,7864,0.9714,10.6,0.26,5134.47,52.6918,29881.36,7
2025-12-02,Central,Home,Northwind Foods,2953,2931,22,9747,0.9925,11.44,1.08,5715.78,52.6918,33518.92,7
2025-12-02,Central,Sports,Kestrel Logistics,8143,7813,330,26387,0.9595,11.31,0.42,14340.91,16.7112,88390.14,7
2025-12-02,Central,Sports,Northwind Foods,12198,11970,228,39846,0.9813,11.74,0.52,22508.66,16.7112,140473.33,7
2025-12-02,East,Apparel,Kestrel Logistics,7376,7344,32,22398,0.9957,8.29,0.6,12235.85,14.3213,60876.88,7
2025-12-02,East,Apparel,Northwind Foods,14887,14205,682,46190,0.9542,10.24,0.13,27675.49,14.3213,145483.12,7
2025-12-02,East,Beauty,Kestrel Logistics,9752,9552,200,25484,0.9795,9.67,0.4,16562.41,24.7842,92326.71,7
2025-12-02,East,Beauty,Northwind Foods,10334,10013,321,32692,0.9689,11.19,0.35,18804.66,24.7842,112013.21,7
2025-12-02,East,Electronics,Kestrel Logistics,7487,7146,341,22236,0.9545,11.67,0.29,13123.23,22.7776,83399.35,7
2025-12-02,East,Electronics,Northwind Foods,20288,19623,665,60315,0.9672,10.19,0.56,37011.72,22.7776,199964.66,7
2025-12-02,East,Home,Kestrel Logistics,16095,15948,147,50655,0.9909,10.95,0.52,30001.88,13.8689,174578.22,7
2025-12-02,East,Home,Northwind Foods,22225,21452,773,53763,0.9652,12.98,0.11,36752.67,13.8689,278538.49,7
2025-12-02,East,Sports,Kestrel Logistics,10251,9576,675,27206,0.9342,8.98,0.66,17510.79,27.3389,85970.73,7
2025-12-02,East,Sports,Northwind Foods,5051,4925,126,12491,0.9751,11.78,0.65,9213.38,27.3389,57995.28,7
2025-12-02,North,Apparel,Kestrel Logistics,11008,10976,32,29949,0.9971,10.92,0.46,20469.58,38.7343,119815.46,7
2025-12-02,North,Apparel,Northwind Foods,8948,8600,348,25927,0.9611,11.34,0.67,15826.82,38.7343,97556.1,7
2025-12-02,North,Beauty,Kestrel Logistics,14364,13396,968,40519,0.9326,10.24,1.8,24393.11,23.062,137220.03,7
2025-12-02,North,Beauty,Northwind Foods,10358,9956,402,30173,0.9612,12.72,0.03,19503.66,23.062,126649.47,7
2025-12-02,North,Electronics,Kestrel Logistics,9271,9060,211,29091,0.9772,12.48,0.21,16729.61,17.2972,113090.0,7
2025-12-02,North,Electronics,Northwind Foods,10573,10562,11,28468,0.999,10.66,0.65,20529.42,17.2972,112608.95,7
2025-12-02,North,Home,Kestrel Logistics,12790,12257,533,47187,0.9583,9.45,0.07,22408.85,27.4238,115799.5,7
2025-12-02,North,Home,Northwind Foods,7868,7583,285,20597,0.9638,10.87,0.74,14937.41,27.4238,82435.95,7
2025-12-02,North,Sports,Kestrel Logistics,7336,7008,328,17975,0.9553,9.49,0.24,12253.24,20.5674,66505.71,7
2025-12-02,North,Sports,Northwind Foods,9325,9180,145,27167,0.9845,14.57,0.57,16417.19,20.5674,133773.59,7
2025-12-02,South,Apparel,Kestrel Logistics,7857,7659,198,26242,0.9748,11.49,0.08,13607.22,25.0598,87966.4,7
2025-12-02,South,Apparel,Northwind Foods,3242,3196,46,8420,0.9858,10.91,0.08,5902.6,25.0598,34866.51,7
2025-12-02,South,Beauty,Kestrel Logistics,7748,7497,251,18693,0.9676,10.73,0.55,13265.29,23.961,80475.49,7
2025-12-02,South,Beauty,Northwind Foods,11948,11582,366,32986,0.9694,11.37,0.49,22931.38,23.961,131741.36,7
2025-12-02,South,Electronics,Kestrel Logistics,5397,5310,87,15110,0.9839,10.67,0.24,10108.91,25.2567,56663.52,7
2025-12-02,South,Electronics,Northwind Foods,14001,13467,534,44671,0.9619,10.74,0.1,24054.39,25.2567,144653.56,7
2025-12-02,South,Home,Kestrel Logistics,12434,11636,798,38951,0.9358,14.01,0.18,22313.45,18.9442,163023.93,7
2025-12-02,South,Home,Northwind Foods,7638,7252,386,23516,0.9495,9.44,0.45,14211.64,18.9442,68442.15,7
2025-12-02,South,Sports,Kestrel Logistics,16368,15981,387,62165,0.9764,11.84,0.5,29446.27,23.9574,189146.38,7
2025-12-02,South,Sports,Northwind Foods,10577,10324,253,32024,0.9761,10.69,1.57,20110.41,23.9574,110384.34,7
2025-12-02,West,Apparel,Kestrel Logistics,3777,3673,104,9903,0.9725,10.5,0.84,7478.55,19.7512,38578.73,7
2025-12-02,West,Apparel,Northwind Foods,5313,5173,140,12205,0.9736,10.53,0.29,9538.41,19.7512,54479.38,7
2025-12-02,West,Beauty,Kestrel Logistics,13203,12928,275,49642,0.9792,8.83,0.45,24770.87,20.7286,114157.03,7
2025-12-02,West,Beauty,Northwind Foods,9537,9148,389,26574,0.9592,10.36,0.54,18354.09,20.7286,94795.04,7
2025-12-02,West,Electronics,Kestrel Logistics,7227,6911,316,24041,0.9563,10.43,0.66,13334.18,17.0395,72083.04,7
2025-12-02,West,Electronics,Northwind Foods,6671,6432,239,23591,0.9642,10.78,0.51,12557.59,17.0395,69305.64,7
2025-12-02,West,Home,Kestrel Logistics,8609,8600,9,23636,0.999,9.32,0.01,15878.46,21.3515,80191.73,7
2025-12-02,West,Home,Northwind Foods,16753,16073,680,43478,0.9594,12.64,0.16,27942.06,21.3515,203164.88,7
2025-12-02,West,Sports,Kestrel Logistics,15330,14931,399,40448,0.974,9.74,0.35,28617.22,22.8286,145460.54,7
2025-12-02,West,Sports,Northwind Foods,7345,6859,486,18466,0.9338,10.19,0.9,13638.79,22.8286,69906.89,7
2025-12-09,Central,Apparel,Kestrel Logistics,6927,6671,256,19409,0.963,9.78,0.11,13272.36,38.2943,65261.25,7
2025-12-09,Central,Apparel,Northwind Foods,5994,5603,391,19915,0.9348,13.02,0.19,10332.59,38.2943,72948.5,7
2025-12-09,Central,Beauty,Kestrel Logistics,8156,7564,592,24868,0.9274,12.36,0.39,14522.06,20.9087,93477.62,7
2025-12-09,Central,Beauty,Northwind Foods,8393,8034,359,23769,0.9572,11.79,0.09,15137.34,20.9087,94698.52,7
2025-12-09,Central,Electronics,Kestrel Logistics,11773,11280,493,34061,0.9581,9.07,0.85,21432.65,18.7882,102337.4,7
2025-12-09,Central,Electronics,Northwind Foods,15993,15545,448,37030,0.972,10.8,0.32,29296.79,18.7882,167814.93,7
2025-12-09,Central,Home,Kestrel Logistics,5014,4914,100,14205,0.9801,12.2,0.65,9681.66,53.188,59968.83,7
2025-12-09,Central,Home,Northwind Foods,5512,5111,401,13251,0.9272,9.09,0.56,9745.0,53.188,46459.93,7
2025-12-09,Central,Sports,Kestrel Logistics,8909,8836,73,24414,0.9918,11.55,0.41,15977.91,27.4745,102045.53,7
2025-12-09,Central,Sports,Northwind Foods,13664,13539,125,37668,0.9909,9.24,0.81,26837.97,27.4745,125034.94,7
2025-12-09,East,Apparel,Kestrel Logistics,4773,4610,163,14209,0.9658,11.53,0.15,9070.49,19.8452,53144.01,7
2025-12-09,East,Apparel,Northwind Foods,9179,8917,262,27498,0.9715,11.16,1.2,16789.68,19.8452,99514.51,7
2025-12-09,East,Beauty,Kestrel Logistics,6142,6113,29,19181,0.9953,9.69,0.01,10568.93,29.9359,59252.46,7
2025-12-09,East,Beauty,Northwind Foods,6480,6408,72,18701,0.9889,11.66,0.8,11776.82,29.9359,74718.68,7
2025-12-09,East,Electronics,Kestrel Logistics,5439,5156,283,16773,0.948,12.0,0.07,9138.18,24.5345,61876.63,7
2025-12-09,East,Electronics,Northwind Foods,14369,14159,210,37909,0.9854,9.63,0.02,25004.09,24.5345,136411.5,7
2025-12-09,East,Home,Kestrel Logistics,8574,8342,232,23527,0.9729,7.15,0.01,14856.88,23.2707,59643.57,7
2025-12-09,East,Home,Northwind Foods,11583,11220,363,32801,0.9687,10.12,0.29,20281.48,23.2707,113534.25,7
2025-12-09,East,Sports,Kestrel Logistics,14249,13871,378,40369,0.9735,9.55,0.21,25306.17,26.4593,132457.43,7
2025-12-09,East,Sports,Northwind Foods,7650,7133,517,19293,0.9324,11.91,0.28,13875.06,26.4593,84941.6,7
2025-12-09,North,Apparel,Kestrel Logistics,14426,14087,339,41930,0.9765,12.95,0.04,24588.12,18.7542,182425.95,7
2025-12-09,North,Apparel,Northwind Foods,11049,11038,11,40783,0.999,11.65,1.68,21707.9,18.7542,128636.74,7
2025-12-09,North,Beauty,Kestrel Logistics,5064,4903,161,16382,0.9682,12.39,0.55,9117.84,23.1577,60768.14,7
2025-12-09,North,Beauty,Northwind Foods,3675,3644,31,9383,0.9916,11.02,0.37,6622.31,23.1577,40169.52,7
2025-12-09,North,Electronics,Kestrel Logistics,9764,9489,275,29467,0.9718,13.22,0.64,18558.45,30.8854,125467.36,7
2025-12-09,North,Electronics,Northwind Foods,11480,11063,417,31250,0.9637,11.22,1.13,21296.12,30.8854,124075.05,7
2025-12-09,North,Home,Kestrel Logistics,7481,7089,392,24639,0.9476,10.99,0.43,13766.07,18.8945,77897.47,7
2025-12-09,North,Home,Northwind Foods,4615,4386,229,12171,0.9504,9.51,0.91,7895.7,18.8945,41724.24,7
2025-12-09,North,Sports,Kestrel Logistics,11233,11117,116,39123,0.9897,10.73,0.04,21462.46,18.1514,119323.47,7
2025-12-09,North,Sports,Northwind Foods,14740,14560,180,40485,0.9878,11.94,0.13,24670.83,18.1514,173881.73,7
2025-12-09,South,Apparel,Kestrel Logistics,18337,18015,322,52085,0.9824,10.4,0.2,34072.03,31.4164,187268.53,7
2025-12-09,South,Apparel,Northwind Foods,7938,7519,419,19627,0.9472,12.61,0.69,12977.43,31.4164,94837.95,7
2025-12-09,South,Beauty,Kestrel Logistics,2070,2010,60,6156,0.971,13.97,0.22,3883.46,44.6437,28081.86,7
2025-12-09,South,Beauty,Northwind Foods,3223,3105,118,10930,0.9634,13.9,0.01,6068.57,44.6437,43150.56,7
2025-12-09,South,Electronics,Kestrel Logistics,8015,7878,137,22846,0.9829,11.77,1.03,14248.4,14.3746,92752.75,7
2025-12-09,South,Electronics,Northwind Foods,20529,19981,548,76801,0.9733,11.39,0.31,33935.25,14.3746,227681.51,7
2025-12-09,South,Home,Kestrel Logistics,6938,6871,67,25475,0.9903,9.34,0.32,13148.81,12.1535,64160.87,7
2025-12-09,South,Home,Northwind Foods,4430,4282,148,13255,0.9666,12.67,0.24,8205.67,12.1535,54245.83,7
2025-12-09,South,Sports,Kestrel Logistics,6750,6590,160,15761,0.9763,12.76,0.78,10849.46,41.1303,84081.72,7
2025-12-09,South,Sports,Northwind Foods,4386,4257,129,10377,0.9706,9.16,0.32,7984.1,41.1303,39007.74,7
2025-12-09,West,Apparel,Kestrel Logistics,10846,10835,11,35778,0.999,10.68,0.48,21424.09,18.8343,115749.14,7
2025-12-09,West,Apparel,Northwind Foods,16063,15260,803,41271,0.95,11.38,0.13,29922.11,18.8343,173713.49,7
2025-12-09,West,Beauty,Kestrel Logistics,8666,8474,192,27301,0.9778,7.66,1.01,15856.07,24.7705,64906.96,7
2025-12-09,West,Beauty,Northwind Foods,6159,5996,163,14403,0.9735,11.02,0.18,11183.42,24.7705,66049.37,7
2025-12-09,West,Electronics,Kestrel Logistics,5508,5234,274,19618,0.9503,9.95,0.37,10389.97,31.3982,52055.97,7
2025-12-09,West,Electronics,Northwind Foods,5204,4871,333,15566,0.936,10.73,1.21,9238.01,31.3982,52281.48,7
2025-12-09,West,Home,Kestrel Logistics,4505,4371,134,13704,0.9703,12.39,0.25,8009.05,25.7509,54169.99,7
2025-12-09,West,Home,Northwind Foods,8275,8170,105,27683,0.9873,12.29,0.45,15303.85,25.7509,100370.9,7
2025-12-09,West,Sports,Kestrel Logistics,27533,27084,449,86673,0.9837,11.55,0.32,50077.57,14.6487,312918.84,7
2025-12-09,West,Sports,Northwind Foods,13369,12441,928,43603,0.9306,11.81,0.02,23454.9,14.6487,146895.27,7
2025-12-16,Central,Apparel,Kestrel Logistics,16104,15949,155,41066,0.9904,11.83,0.21,26900.51,15.5118,188627.23,7
2025-12-16,Central,Apparel,Northwind Foods,14025,13397,628,37902,0.9552,8.9,0.29,24784.76,15.5118,119283.06,7
2025-12-16,Central,Beauty,Kestrel Logistics,6743,6532,211,19499,0.9687,12.74,0.49,12792.0,33.2594,83239.04,7
2025-12-16,Central,Beauty,Northwind Foods,7201,6938,263,19347,0.9635,11.88,0.24,13170.84,33.2594,82431.47,7
2025-12-16,Central,Electronics,Kestrel Logistics,9941,9432,509,20816,0.9488,8.63,0.25,18278.9,27.9462,81402.07,7
2025-12-16,Central,Electronics,Northwind Foods,13180,12998,182,39839,0.9862,13.97,0.45,25273.11,27.9462,181523.49,7
2025-12-16,Central,Home,Kestrel Logistics,11953,11492,461,34598,0.9614,9.96,0.14,21415.06,22.9247,114469.82,7
2025-12-16,Central,Home,Northwind Foods,12619,11952,667,34881,0.9471,10.46,1.09,22052.6,22.9247,124971.69,7
2025-12-16,Central,Sports,Kestrel Logistics,9062,8528,534,30737,0.9411,11.02,0.02,16461.0,26.6642,93968.01,7
2025-12-16,Central,Sports,Northwind Foods,13334,13066,268,41855,0.9799,11.24,0.69,25612.04,26.6642,146881.57,7
2025-12-16,East,Apparel,Kestrel Logistics,6353,6225,128,16572,0.9799,12.44,0.14,11128.89,11.2854,77430.57,7
2025-12-16,East,Apparel,Northwind Foods,12876,12039,837,36947,0.935,10.67,0.01,23927.37,11.2854,128483.64,7
2025-12-16,East,Beauty,Kestrel Logistics,15151,14514,637,47246,0.958,9.54,0.18,26404.41,21.601,138498.83,7
2025-12-16,East,Beauty,Northwind Foods,15945,15214,731,35368,0.9542,9.46,0.3,27190.41,21.601,143894.32,7
2025-12-16,East,Electronics,Kestrel Logistics,11072,10549,523,35043,0.9528,10.5,0.01,18226.2,20.539,110717.47,7
2025-12-16,East,Electronics,Northwind Foods,31096,28968,2128,77553,0.9316,9.57,0.39,51063.91,20.539,277110.34,7
2025-12-16,East,Home,Kestrel Logistics,2673,2624,49,6367,0.9817,10.93,0.6,4951.62,53.9477,28685.57,7
2025-12-16,East,Home,Northwind Foods,3659,3530,129,12422,0.9647,9.28,0.12,6683.52,53.9477,32758.31,7
2025-12-16,East,Sports,Kestrel Logistics,8318,8275,43,28798,0.9948,9.9,0.15,15579.52,17.7038,81913.22,7
2025-12-16,East,Sports,Northwind Foods,4475,4256,219,13644,0.9511,10.77,0.48,7970.53,17.7038,45829.94,7
2025-12-16,North,Apparel,Kestrel Logistics,12476,11886,590,26403,0.9527,10.92,0.29,21461.3,29.5767,129755.89,7
2025-12-16,North,Apparel,Northwind Foods,9777,9314,463,31467,0.9526,12.22,0.36,15969.85,29.5767,113847.56,7
2025-12-16,North,Beauty,Kestrel Logistics,6067,5878,189,14839,0.9688,10.73,0.42,10900.67,21.1216,63052.9,7
2025-12-16,North,Beauty,Northwind Foods,4401,4369,32,11722,0.9927,12.49,0.3,7964.05,21.1216,54558.79,7
2025-12-16,North,Electronics,Kestrel Logistics,11117,10697,420,33733,0.9622,10.21,1.3,18871.43,23.494,109238.88,7
2025-12-16,North,Electronics,Northwind Foods,13057,12470,587,39835,0.955,10.97,1.27,21385.7,23.494,136747.61,7
2025-12-16,North,Home,Kestrel Logistics,8745,8670,75,25041,0.9914,12.0,0.24,16888.22,26.7477,104015.06,7
2025-12-16,North,Home,Northwind Foods,5421,5363,58,10715,0.9893,10.99,0.02,9705.02,26.7477,58940.09,7
2025-12-16,North,Sports,Kestrel Logistics,6745,6504,241,19869,0.9643,11.73,0.46,12646.99,19.7378,76264.45,7
2025-12-16,North,Sports,Northwind Foods,8964,8518,446,28087,0.9502,10.42,0.06,15964.63,19.7378,88792.76,7
2025-12-16,South,Apparel,Kestrel Logistics,9487,8987,500,25743,0.9473,12.06,0.81,16626.77,26.5739,108407.22,7
2025-12-16,South,Apparel,Northwind Foods,3881,3751,130,11457,0.9665,9.86,0.25,6896.87,26.5739,36992.94,7
2025-12-16,South,Beauty,Kestrel Logistics,3810,3677,133,11008,0.9651,12.19,1.13,6742.18,30.9307,44831.28,7
2025-12-16,South,Beauty,Northwind Foods,5894,5682,212,14811,0.964,10.19,0.31,10774.01,30.9307,57888.97,7
2025-12-16,South,Electronics,Kestrel Logistics,2416,2384,32,7697,0.9868,13.13,1.09,4081.87,21.0478,31300.34,7
2025-12-16,South,Electronics,Northwind Foods,6136,6047,89,18258,0.9855,11.09,1.34,10837.51,21.0478,67033.22,7
2025-12-16,South,Home,Kestrel Logistics,11046,10617,429,32190,0.9612,8.93,0.41,20462.65,29.1979,94845.4,7
2025-12-16,South,Home,Northwind Foods,6899,6617,282,21563,0.9591,9.38,0.0,11875.48,29.1979,62095.95,7
2025-12-16,South,Sports,Kestrel Logistics,13120,12523,597,35825,0.9545,9.06,0.25,22271.94,20.4189,113477.72,7
2025-12-16,South,Sports,Northwind Foods,8280,8089,191,27557,0.9769,10.14,0.21,15907.93,20.4189,82000.59,7
2025-12-16,West,Apparel,Kestrel Logistics,4721,4548,173,14450,0.9634,11.87,0.23,8803.62,24.4242,53985.54,7
2025-12-16,West,Apparel,Northwind Foods,6566,6406,160,15782,0.9756,9.06,0.69,10823.77,24.4242,58065.08,7
2025-12-16,West,Beauty,Kestrel Logistics,17140,16245,895,51733,0.9478,10.33,0.36,28029.09,24.313,167785.62,7
2025-12-16,West,Beauty,Northwind Foods,12131,11495,636,35025,0.9476,10.99,0.34,21339.43,24.313,126377.75,7
2025-12-16,West,Electronics,Kestrel Logistics,11852,11404,448,41797,0.9622,10.16,0.19,20081.13,25.0172,115908.74,7
2025-12-16,West,Electronics,Northwind Foods,10710,10614,96,26857,0.991,10.46,0.01,16581.74,25.0172,111003.89,7
2025-12-16,West,Home,Kestrel Logistics,8100,7742,358,22398,0.9558,9.97,0.01,13497.96,16.4237,77190.0,7
2025-12-16,West,Home,Northwind Foods,14549,14469,80,47225,0.9945,13.31,0.86,26148.05,16.4237,192589.87,7
2025-12-16,West,Sports,Kestrel Logistics,8740,8731,9,29686,0.999,12.11,0.1,15496.11,19.9496,105771.45,7
2025-12-16,West,Sports,Northwind Foods,4134,4011,123,10639,0.9702,9.15,0.54,7677.06,19.9496,36696.69,7
2025-12-23,Central,Apparel,Kestrel Logistics,11686,10878,808,41771,0.9309,13.85,0.64,22512.54,33.8562,150706.89,7
2025-12-23,Central,Apparel,Northwind Foods,9659,9137,522,23672,0.946,10.7,0.21,16913.93,33.8562,97747.1,7
2025-12-23,Central,Beauty,Kestrel Logistics,9763,9276,487,33756,0.9501,12.18,0.23,17061.48,20.5108,113022.29,7
2025-12-23,Central,Beauty,Northwind Foods,9970,9852,118,27312,0.9882,10.26,0.07,18333.24,20.5108,101114.15,7
2025-12-23,Central,Electronics,Kestrel Logistics,5822,5557,265,19934,0.9545,10.27,0.12,10624.34,38.8173,57071.11,7
2025-12-23,Central,Electronics,Northwind Foods,7940,7659,281,22452,0.9646,12.52,0.47,14103.31,38.8173,95852.97,7
2025-12-23,Central,Home,Kestrel Logistics,6428,6093,335,18322,0.9479,12.04,0.31,10706.44,22.7616,73347.0,7
2025-12-23,Central,Home,Northwind Foods,6533,6336,197,17279,0.9698,9.96,0.04,12041.06,22.7616,63106.0,7
2025-12-23,Central,Sports,Kestrel Logistics,2284,2223,61,7216,0.9733,9.03,0.2,3975.33,37.9791,20062.9,7
2025-12-23,Central,Sports,Northwind Foods,3540,3405,135,11233,0.9619,11.8,0.02,6169.75,37.9791,40195.51,7
2025-12-23,East,Apparel,Kestrel Logistics,7843,7470,373,21057,0.9524,7.45,0.39,15081.65,22.873,55644.02,7
2025-12-23,East,Apparel,Northwind Foods,15257,14446,811,49244,0.9468,9.42,0.11,26347.42,22.873,136084.07,7
2025-12-23,East,Beauty,Kestrel Logistics,9098,8546,552,29601,0.9393,10.63,0.14,15747.05,20.892,90873.39,7
2025-12-23,East,Beauty,Northwind Foods,9344,8959,385,27159,0.9588,11.83,0.4,17085.83,20.892,106016.7,7
2025-12-23,East,Electronics,Kestrel Logistics,7010,6780,230,21782,0.9672,8.63,0.82,12661.2,26.4052,58524.81,7
2025-12-23,East,Electronics,Northwind Foods,19444,18616,828,50972,0.9574,10.77,1.11,36582.66,26.4052,200549.97,7
2025-12-23,East,Home,Kestrel Logistics,13293,12763,530,39265,0.9601,10.33,1.97,25575.99,33.1098,131852.73,7
2025-12-23,East,Home,Northwind Foods,17924,17168,756,50106,0.9578,9.46,0.09,29159.51,33.1098,162454.89,7
2025-12-23,East,Sports,Kestrel Logistics,12017,11455,562,31011,0.9532,11.16,0.43,18801.29,27.9219,127894.74,7
2025-12-23,East,Sports,Northwind Foods,6107,5891,216,17858,0.9646,10.06,0.62,10813.13,27.9219,59256.06,7
2025-12-23,North,Apparel,Kestrel Logistics,7318,7251,67,22143,0.9908,14.18,0.06,14170.71,18.0548,102800.75,7
2025-12-23,North,Apparel,Northwind Foods,5813,5682,131,16496,0.9775,11.82,0.46,9670.96,18.0548,67143.37,7
2025-12-23,North,Beauty,Kestrel Logistics,18813,18319,494,65658,0.9737,12.56,0.01,36176.42,14.3208,230115.29,7
2025-12-23,North,Beauty,Northwind Foods,14232,13615,617,40326,0.9566,10.97,0.94,23193.64,14.3208,149383.46,7
2025-12-23,North,Electronics,Kestrel Logistics,10317,10024,293,31152,0.9716,8.66,0.83,19206.34,25.1792,86758.47,7
2025-12-23,North,Electronics,Northwind Foods,12163,11685,478,39438,0.9607,9.84,0.46,21704.85,25.1792,114957.48,7
2025-12-23,North,Home,Kestrel Logistics,17210,16765,445,45164,0.9741,8.76,0.66,31826.86,27.3688,146914.87,7
2025-12-23,North,Home,Northwind Foods,10443,10372,71,28176,0.9932,10.51,0.1,18941.82,27.3688,108976.3,7
2025-12-23,North,Sports,Kestrel Logistics,4410,4292,118,11266,0.9732,9.91,0.7,7924.9,20.4553,42522.41,7
2025-12-23,North,Sports,Northwind Foods,6025,5622,403,20988,0.9331,11.02,0.35,10565.33,20.4553,61957.49,7
2025-12-23,South,Apparel,Kestrel Logistics,8241,7920,321,24822,0.961,13.43,1.19,14914.66,36.3066,106369.05,7
2025-12-23,South,Apparel,Northwind Foods,3348,3305,43,10055,0.9872,8.26,0.8,5788.53,36.3066,27312.59,7
2025-12-23,South,Beauty,Kestrel Logistics,5887,5608,279,14736,0.9526,8.71,0.02,10858.01,26.9307,48830.72,7
2025-12-23,South,Beauty,Northwind Foods,8814,8663,151,24987,0.9829,10.25,0.98,14570.52,26.9307,88773.34,7
2025-12-23,South,Electronics,Kestrel Logistics,2764,2674,90,7479,0.9674,9.98,0.51,5061.72,28.3102,26686.36,7
2025-12-23,South,Electronics,Northwind Foods,7227,6781,446,18366,0.9383,12.26,0.09,12668.41,28.3102,83117.7,7
2025-12-23,South,Home,Kestrel Logistics,5696,5472,224,19115,0.9607,9.97,0.07,9553.4,28.8766,54573.61,7
2025-12-23,South,Home,Northwind Foods,3653,3410,243,9331,0.9335,12.53,0.81,5483.06,28.8766,42714.45,7
2025-12-23,South,Sports,Kestrel Logistics,17992,16744,1248,46974,0.9306,11.48,1.04,32019.81,20.2352,192267.41,7
2025-12-23,South,Sports,Northwind Foods,10947,10817,130,32414,0.9881,10.24,0.6,19505.39,20.2352,110795.75,7
2025-12-23,West,Apparel,Kestrel Logistics,8932,8453,479,27456,0.9464,12.08,0.6,17630.34,23.2354,102077.39,7
2025-12-23,West,Apparel,Northwind Foods,12639,11906,733,36191,0.942,11.83,0.78,20987.78,23.2354,140854.02,7
2025-12-23,West,Beauty,Kestrel Logistics,8510,8156,354,27200,0.9584,11.74,0.28,14322.1,35.9309,95751.96,7
2025-12-23,West,Beauty,Northwind Foods,5987,5771,216,16574,0.9639,10.87,0.29,10535.79,35.9309,62755.95,7
2025-12-23,West,Electronics,Kestrel Logistics,5526,5428,98,18645,0.9823,11.28,0.19,9564.34,25.3494,61232.16,7
2025-12-23,West,Electronics,Northwind Foods,5102,5052,50,12771,0.9902,12.04,1.72,9258.88,25.3494,60845.68,7
2025-12-23,West,Home,Kestrel Logistics,3082,2982,100,8893,0.9676,8.98,0.69,5795.56,19.1442,26768.18,7
2025-12-23,West,Home,Northwind Foods,5722,5573,149,16700,0.974,10.8,0.2,9699.52,19.1442,60189.95,7
2025-12-23,West,Sports,Kestrel Logistics,11690,11099,591,28235,0.9494,11.06,0.42,21063.05,36.9344,122744.32,7
2025-12-23,West,Sports,Northwind Foods,5244,5098,146,13982,0.9722,11.84,0.48,9673.33,36.9344,60354.43,7
2025-12-30,Central,Apparel,Kestrel Logistics,17481,16519,962,44877,0.945,12.79,0.2,31303.79,13.5059,211259.39,7
2025-12-30,Central,Apparel,Northwind Foods,14152,13875,277,33036,0.9804,10.42,0.73,27307.38,13.5059,144590.51,7
2025-12-30,Central,Beauty,Kestrel Logistics,7028,6932,96,18321,0.9863,13.3,0.02,13278.59,33.2528,92207.04,7
2025-12-30,Central,Beauty,Northwind Foods,7512,7362,150,23693,0.98,9.0,0.54,12892.81,33.2528,66265.6,7
2025-12-30,Central,Electronics,Kestrel Logistics,14139,13599,540,36205,0.9618,11.44,0.61,24556.82,17.3868,155634.1,7
2025-12-30,Central,Electronics,Northwind Foods,19347,18743,604,45449,0.9688,10.97,0.07,32721.3,17.3868,205588.54,7
2025-12-30,Central,Home,Kestrel Logistics,4482,4094,388,11757,0.9134,8.67,0.26,7518.16,26.2425,35479.0,7
2025-12-30,Central,Home,Northwind Foods,4379,4257,122,12163,0.9721,10.45,0.12,7857.45,26.2425,44472.62,7
2025-12-30,Central,Sports,Kestrel Logistics,5567,5361,206,18139,0.963,11.47,0.39,9438.02,24.1643,61483.39,7
2025-12-30,Central,Sports,Northwind Foods,8465,8215,250,24252,0.9705,10.8,1.33,13836.65,24.1643,88759.35,7
2025-12-30,East,Apparel,Kestrel Logistics,9177,8973,204,33603,0.9778,10.72,0.13,16093.18,32.3804,96215.27,7
2025-12-30,East,Apparel,Northwind Foods,17999,17353,646,60111,0.9641,11.95,0.39,32066.92,32.3804,207311.36,7
2025-12-30,East,Beauty,Kestrel Logistics,2914,2752,162,7381,0.9444,8.84,0.04,5421.49,18.966,24332.29,7
2025-12-30,East,Beauty,Northwind Foods,2993,2884,109,6911,0.9636,7.93,0.3,5635.85,18.966,22871.4,7
2025-12-30,East,Electronics,Kestrel Logistics,3563,3443,120,9748,0.9663,9.47,0.29,6388.58,20.2428,32606.76,7
2025-12-30,East,Electronics,Northwind Foods,9822,9453,369,30811,0.9624,13.87,0.38,16508.38,20.2428,131139.84,7
2025-12-30,East,Home,Kestrel Logistics,11103,10747,356,33068,0.9679,9.69,0.28,19748.52,15.6136,104162.92,7
2025-12-30,East,Home,Northwind Foods,14948,14456,492,47990,0.9671,13.0,0.05,28859.98,15.6136,187897.2,7
2025-12-30,East,Sports,Kestrel Logistics,19193,18146,1047,61466,0.9454,11.88,0.23,35013.99,31.5484,215489.04,7
2025-12-30,East,Sports,Northwind Foods,9486,9331,155,33466,0.9837,10.74,0.39,16911.08,31.5484,100257.51,7
2025-12-30,North,Apparel,Kestrel Logistics,15706,15521,185,44189,0.9882,13.23,0.08,30538.43,14.011,205328.88,7
2025-12-30,North,Apparel,Northwind Foods,12562,12162,400,41279,0.9682,9.85,0.52,22191.23,14.011,119816.71,7
2025-12-30,North,Beauty,Kestrel Logistics,11243,10886,357,31424,0.9682,11.65,0.53,19661.21,28.7315,126769.55,7
2025-12-30,North,Beauty,Northwind Foods,8665,8091,574,23980,0.9338,11.11,0.31,14523.23,28.7315,89858.81,7
