Date,Region,Channel,Product category,Traffic source,Net Sales,Sq Footage,Total Transactions,Units Sold,Total Visitors,Number of Sales,Store Entrances,Website Sessions,Total Gross Profit,Avg Inventory Cost,COGS,Avg Inventory Value,Beginning Inventory,Recorded Value,Actual Value,Retail Sales,Start Customers,End Customers,New Customers,Customers Lost,Sales Marketing Expenses,Avg Purchase Value,Avg Purchase Frequency,Avg Customer Lifespan Years,Revenue From Ads,Cost Of Ads,Total Revenue,Total Expenses,Cash,Marketable Securities,Accounts Receivable,Current Liabilities,Current Assets
2026-09-10,West,Web,Home,Organic Search,145957.04,5485,1240,2968,17466,1240,0,17466,77296.46,116460.82,68660.58,96399.75,6416,147991.32,145269.43,145957.04,4456,4331,124,249,9415.45,117.71,1.64,3.19,5287.31,1421.04,145957.04,98567.74,24031.73,8412.42,14309.94,28222.63,75674.01
2026-09-11,South,Web,Electronics,Email,87047.45,4913,1690,2920,44213,1690,0,44213,36460.04,64178.09,50587.41,67091.49,6232,88963.18,88916.25,87047.45,2538,2522,266,282,11827.18,51.51,5.33,3.1,14942.16,3373.57,87047.45,74648.69,27763.25,8084.28,22047.56,53818.23,78022.54
2026-09-12,East,Mobile,Sports,Paid Search,91923.02,2910,1016,3155,17444,1016,0,17444,34877.88,46165.12,57045.14,88273.63,5299,92460.53,88754.98,91923.02,7234,7585,395,44,11585.57,90.48,5.11,3.32,6978.62,1430.5,91923.02,64462.51,23825.24,6132.98,2699.63,19722.25,59139.94
2026-09-13,Central,In-Store,Sports,Direct,136430.69,4949,572,1694,10389,572,8420,3225,54668.19,102947.16,81762.5,110172.38,3374,139619.63,133709.34,136430.69,3407,3722,345,30,6559.63,238.52,3.78,4.86,20775.29,4162.23,136430.69,96368.26,51618.01,19220.42,9852.72,42199.28,113742.86
2026-09-14,South,In-Store,Sports,Organic Search,87161.05,5925,1007,2334,37261,1007,21619,9966,33712.23,75606.38,53448.82,53586.51,3299,88210.5,88200.97,87161.05,8263,8234,82,111,10669.33,86.56,2.59,1.17,2876.07,1862.82,87161.05,57186.7,42288.35,2738.61,2337.19,16476.49,63440.1
2026-09-15,North,In-Store,Apparel,Direct,53442.01,3708,2153,6032,27263,2153,12628,6926,21835.6,40290.44,31606.41,49635.13,11142,54313.04,54282.68,53442.01,8922,8668,36,290,9564.47,24.82,7.68,2.99,4513.72,1250.66,53442.01,45223.66,34788.12,17590.42,24388.71,56929.84,91657.79
2026-09-16,East,In-Store,Sports,Paid Search,166038.34,5227,116,278,4706,116,4678,917,83774.7,133884.91,82263.64,73157.6,666,166485.53,162538.01,166038.34,5698,5750,437,385,7624.37,1431.37,7.26,4.68,3672.85,2391.54,166038.34,116076.81,10697.71,9068.7,13678.93,54898.39,55392.62
2026-09-17,West,In-Store,Home,Social,12715.32,2896,1377,2556,28085,1377,26563,8420,3499.89,5778.49,9215.43,10598.71,4910,12938.58,12413.77,12715.32,4262,4256,346,352,13656.73,9.23,7.34,3.55,11241.32,6910.54,12715.32,11599.48,29070.06,13220.95,17416.91,47334.6,62887.53
2026-09-18,East,Mobile,Beauty,Social,14160.06,1645,899,2579,44845,899,0,44845,6733.78,7916.12,7426.28,8127.48,3888,14258.88,13562.65,14160.06,3022,2850,183,355,4312.57,15.75,3.67,3.72,6404.54,2099.15,14160.06,8977.29,59393.52,5063.65,2093.44,40363.4,68988.85
2026-09-19,Central,Mobile,Sports,Organic Search,161977.31,1867,996,2631,13038,996,0,13038,52470.61,143663.36,109506.7,162689.55,6209,162060.1,156703.23,161977.31,2132,2143,198,187,11988.06,162.63,6.6,4.43,26003.79,5830.41,161977.31,109277.12,18724.93,13163.21,13907.77,25162.51,94602.77
2026-09-20,Central,Mobile,Apparel,Social,48871.21,1507,2162,4427,43989,2162,0,43989,16846.55,41217.37,32024.66,48619.45,10604,49684.81,47271.11,48871.21,7087,7427,478,138,10574.64,22.6,4.64,1.14,6917.78,2658.87,48871.21,41143.58,50720.31,15991.53,3770.76,38257.71,85068.43
2026-09-21,North,In-Store,Home,Direct,158993.91,2916,893,1915,19751,893,15631,3430,39762.11,101809.19,119231.8,95573.26,3135,160632.08,150265.06,158993.91,8234,8463,422,193,4911.84,178.04,5.54,3.83,3928.36,1108.17,158993.91,122311.69,25877.12,6287.48,6952.89,39659.24,67789.47
2026-09-22,East,In-Store,Home,Direct,69511.39,4680,1720,5150,41829,1720,17634,6956,24308.43,49903.3,45202.96,46882.91,11636,71087.28,67534.56,69511.39,5446,5327,21,140,4112.66,40.41,2.49,4.17,7398.94,3588.62,69511.39,59754.0,33336.23,19654.87,21181.33,9173.59,88237.3
2026-09-23,North,Web,Beauty,Email,128069.41,2057,1250,3083,29490,1250,0,29490,40909.0,97216.62,87160.41,111328.17,3854,130081.77,119751.12,128069.41,7897,7997,229,129,2417.77,102.46,7.76,4.45,2561.68,748.37,128069.41,104340.43,58622.46,3521.5,24636.9,16553.63,120179.31
2026-09-24,North,Web,Apparel,Organic Search,82435.38,5956,1209,3126,22016,1209,0,22016,30994.21,57967.22,51441.17,61613.09,7038,84843.67,81249.88,82435.38,6942,6764,213,391,6797.09,68.18,5.0,3.82,38387.22,7887.71,82435.38,70330.88,9577.38,2456.56,10508.78,26840.51,41026.65
2026-09-25,West,Mobile,Apparel,Social,91523.56,3547,1679,3273,21402,1679,0,21402,47095.86,77286.26,44427.7,46397.44,7973,93439.3,92551.42,91523.56,3544,3909,407,42,3528.01,54.51,4.25,2.53,18367.98,6592.44,91523.56,64378.55,39946.34,5603.34,10446.07,52253.12,69914.98
2026-09-26,Central,Web,Electronics,Email,156562.55,2910,930,1351,44336,930,0,44336,62712.47,110167.07,93850.08,134612.73,1679,158361.33,146846.7,156562.55,8197,8401,441,237,9095.1,168.35,3.42,4.97,20284.34,3726.67,156562.55,126899.24,49153.27,1212.48,19170.25,46936.56,109919.82
2026-09-27,East,Mobile,Beauty,Direct,47005.92,4373,439,706,9051,439,0,9051,15623.57,29149.27,31382.35,42334.16,1416,47705.74,46998.06,47005.92,8452,8578,319,193,12660.99,107.07,5.49,1.58,22153.61,5733.5,47005.92,33976.42,49620.72,16305.34,11475.53,42859.81,90101.84
2026-09-28,South,Web,Apparel,Paid Search,27799.94,4724,1968,3474,34036,1968,0,34036,8638.37,13145.02,19161.57,24247.47,7232,28585.73,27721.86,27799.94,8724,8979,425,170,3736.35,14.13,2.68,2.33,8745.0,1627.13,27799.94,23232.21,6466.79,11847.51,19038.84,34121.38,44627.38
2026-09-29,Central,In-Store,Beauty,Direct,99456.16,4637,1411,4074,21639,1411,15030,7206,28389.11,78949.11,71067.05,85851.02,7365,100947.9,100503.96,99456.16,4472,4525,260,207,1767.36,70.49,2.06,2.6,14554.14,3169.42,99456.16,85118.04,53640.53,14464.47,19705.92,41859.55,113566.23
2026-09-30,South,In-Store,Home,Paid Search,37642.59,2091,1499,3796,24997,1499,19264,5970,16632.41,19342.65,21010.18,28044.3,8696,38612.34,38172.4,37642.59,5443,5732,350,61,1983.97,25.11,7.14,1.56,27672.47,6575.42,37642.59,28701.52,43600.11,10154.31,22829.59,16204.07,84997.3
2026-10-01,West,In-Store,Apparel,Direct,61360.03,5595,826,1875,10964,826,8270,3184,22622.35,53441.35,38737.68,51327.73,4098,63034.6,60753.67,61360.03,5404,5470,262,196,9957.89,74.29,1.55,2.61,10322.25,6554.37,61360.03,57953.35,30590.9,7830.85,16968.93,60328.78,70789.0
2026-10-02,West,Mobile,Electronics,Organic Search,22832.77,2950,1614,4202,44387,1614,0,44387,9128.13,18195.79,13704.64,12677.38,9115,23223.79,22193.85,22832.77,8437,8689,432,180,3620.22,14.15,4.18,1.11,13764.65,6261.85,22832.77,20898.25,20102.09,10853.84,19944.95,56611.4,54704.09
2026-10-03,West,Mobile,Beauty,Email,35160.24,1504,1026,2533,19296,1026,0,19296,10619.18,16542.47,24541.06,20019.43,5787,36089.47,35843.18,35160.24,6574,7023,488,39,12619.85,34.27,6.07,4.84,12574.26,3324.12,35160.24,25732.68,10371.9,8325.67,24489.47,25506.94,49192.87
2026-10-04,West,In-Store,Sports,Email,77416.71,3024,918,1683,39950,918,20952,14292,20430.13,40702.04,56986.58,60686.45,4112,78406.93,78349.84,77416.71,2193,2044,119,268,12270.63,84.33,7.08,3.26,21867.66,5110.3,77416.71,63959.13,21786.1,9096.29,5572.62,69985.32,54660.94
2026-10-05,Central,Mobile,Home,Email,151772.8,2261,149,458,2465,149,0,2465,48841.06,113014.45,102931.74,85455.38,889,152675.22,143979.72,151772.8,8709,8791,281,199,2465.86,1018.61,5.51,3.05,29653.95,6734.55,151772.8,122700.18,58057.69,7588.66,8163.2,50349.99,99446.16
2026-10-06,East,Web,Home,Email,136776.39,2365,926,1219,27111,926,0,27111,43970.79,112600.74,92805.6,125860.49,1635,137069.12,130078.12,136776.39,2819,2857,259,221,13491.95,147.71,4.33,4.98,7475.21,2705.43,136776.39,104295.74,59514.88,2299.33,14627.82,11314.2,114200.18
2026-10-07,North,In-Store,Electronics,Email,72254.01,5549,1549,4749,22932,1549,18137,7010,39676.59,47711.88,32577.42,28568.28,5699,72788.57,68647.1,72254.01,7898,7845,57,110,9353.36,46.65,4.87,1.13,2545.26,539.84,72254.01,59951.24,50690.88,8655.13,7860.77,12576.62,75777.26
2026-10-08,West,Mobile,Electronics,Organic Search,66847.11,4852,568,1296,11444,568,0,11444,26093.45,29570.72,40753.66,63089.04,2871,67419.66,63099.68,66847.11,2874,2956,118,36,10446.32,117.69,5.91,1.07,13874.64,3287.24,66847.11,59203.91,48412.77,3308.29,21493.86,33357.01,92141.63
2026-10-09,West,Web,Home,Direct,156562.11,2203,663,1366,14866,663,0,14866,81874.31,117438.65,74687.8,65381.82,2964,158441.05,151287.71,156562.11,8443,8554,153,42,4154.52,236.14,4.4,4.74,18455.49,5147.94,156562.11,129900.79,7265.33,8355.41,12063.11,38527.58,47298.4
2026-10-10,South,Mobile,Apparel,Social,12774.08,3685,1974,5030,85799,1974,0,85799,4970.95,5390.37,7803.13,12434.76,8502,13121.54,12137.55,12774.08,6814,6725,168,257,5493.14,6.47,6.96,3.65,18230.55,4388.37,12774.08,10060.54,15935.64,6517.33,21122.92,68047.04,47306.32
2026-10-11,South,Web,Electronics,Direct,119270.4,4801,1047,1295,27726,1047,0,27726,58075.07,69458.57,61195.33,71479.73,3159,119566.44,115363.83,119270.4,6191,5933,125,383,6963.97,113.92,1.94,3.7,15222.44,3014.31,119270.4,82048.67,35462.81,19669.96,22401.95,69842.76,98978.64
2026-10-12,East,Mobile,Beauty,Email,126556.13,4447,1817,3974,23370,1817,0,23370,57593.8,71829.26,68962.33,78759.31,8155,129501.91,123530.81,126556.13,3833,3913,279,199,9033.18,69.65,7.15,3.08,21520.3,5484.16,126556.13,96751.54,12625.63,3832.98,14634.72,53361.56,54721.12
2026-10-13,North,Web,Apparel,Direct,28669.73,1686,1359,2281,36942,1359,0,36942,15077.24,15882.38,13592.49,17684.84,4891,29070.9,27515.8,28669.73,8163,8326,407,244,6203.21,21.1,7.23,2.74,10031.35,2766.18,28669.73,22482.38,9375.47,15499.58,16226.67,11296.98,46407.17
2026-10-14,West,Mobile,Beauty,Social,103630.94,3664,580,731,23007,580,0,23007,40894.19,80784.17,62736.75,86662.4,1722,106234.04,104287.04,103630.94,6903,7126,344,121,13661.04,178.67,2.0,1.76,10806.23,3397.89,103630.94,96334.12,44530.7,2848.89,7379.34,56976.36,80757.65
2026-10-15,West,Web,Sports,Paid Search,46309.33,4448,1621,4696,21151,1621,0,21151,12673.89,36762.83,33635.44,36205.05,10746,47366.54,46814.4,46309.33,6000,5702,77,375,4216.79,28.57,4.06,1.42,15517.33,6122.1,46309.33,29104.0,23197.93,14658.7,22654.94,42513.08,71373.09
2026-10-16,West,Mobile,Electronics,Organic Search,18680.02,2869,1415,2201,68589,1415,0,68589,7984.41,14149.86,10695.61,15243.95,2954,18728.9,17673.88,18680.02,4643,4520,218,341,8936.61,13.2,7.3,4.21,12466.6,7205.07,18680.02,15375.43,30640.66,875.51,24245.79,63169.81,60335.14
2026-10-17,West,In-Store,Electronics,Organic Search,110750.68,1927,1766,4044,74267,1766,37421,16212,57758.48,82278.44,52992.2,60776.81,7073,112684.51,104178.01,110750.68,8051,7907,66,210,11462.01,62.71,2.23,4.81,19853.72,5865.39,110750.68,101972.01,6283.43,2321.76,10559.4,14712.05,37397.63
2026-10-18,South,Mobile,Beauty,Paid Search,99042.96,4266,1497,4107,18978,1497,0,18978,35942.31,65449.24,63100.65,85549.6,9873,101848.66,98886.74,99042.96,8742,8972,249,19,14345.52,66.16,4.31,4.29,28587.47,6116.06,99042.96,87785.51,13587.83,17892.0,13505.11,42670.35,70649.82
2026-10-19,North,Mobile,Apparel,Social,81523.88,4201,301,658,7752,301,0,7752,21041.35,47244.94,60482.53,53856.39,1403,81937.61,78828.88,81523.88,4959,4895,70,134,6312.86,270.84,3.33,3.98,4524.54,2427.53,81523.88,59778.39,40551.74,6077.68,13732.78,55593.45,76519.12
2026-10-20,South,Mobile,Beauty,Organic Search,79186.27,1929,875,2755,20895,875,0,20895,22970.9,43098.82,56215.37,86846.17,4069,81183.31,78240.82,79186.27,6290,6000,72,362,2885.69,90.5,5.82,4.02,12301.64,5861.66,79186.27,59142.73,14299.2,4473.57,20834.3,8287.84,65660.92
2026-10-21,South,Web,Sports,Direct,24846.07,2558,860,2058,18429,860,0,18429,11423.01,21540.58,13423.06,17702.1,2727,25022.45,24420.5,24846.07,7645,7823,434,256,12956.75,28.89,3.33,1.24,1107.71,637.8,24846.07,17519.11,54536.35,200.28,19243.73,34119.37,79290.99
2026-10-22,North,Web,Home,Organic Search,143229.96,4587,1097,2774,31680,1097,0,31680,54184.71,112572.24,89045.25,92280.25,4585,145250.86,144639.85,143229.96,8180,8166,157,171,6556.19,130.57,6.74,2.03,3150.34,1751.3,143229.96,128884.32,13978.95,18381.34,23138.88,53371.5,83183.24
2026-10-23,South,Web,Beauty,Email,148768.7,3704,306,775,6033,306,0,6033,49285.94,74873.54,99482.76,120999.84,1318,153051.32,152669.16,148768.7,3060,2958,204,306,3918.03,486.17,6.9,4.48,19707.52,7779.7,148768.7,140173.77,48013.08,5944.46,6814.72,52493.12,97072.21
2026-10-24,South,Web,Beauty,Organic Search,81217.05,2868,1304,3572,32809,1304,0,32809,21374.34,56274.62,59842.71,79214.86,7838,82844.44,81863.77,81217.05,5092,4878,111,325,6330.49,62.28,7.68,2.58,1385.15,656.92,81217.05,57604.73,29624.81,11982.5,18469.23,61796.87,83841.0
2026-10-25,Central,In-Store,Home,Social,127852.05,4546,1438,3750,62553,1438,31517,16552,62335.92,100772.73,65516.13,68042.96,5616,128882.46,128497.32,127852.05,7590,7807,312,95,4085.13,88.91,3.19,1.3,8023.11,1940.46,127852.05,118637.96,55855.6,6160.6,7555.51,67316.27,89984.6
2026-10-26,South,Web,Electronics,Social,46434.45,3854,822,1264,10575,822,0,10575,16553.75,36827.09,29880.7,27870.26,2413,47558.39,46261.55,46434.45,2641,2566,191,266,10304.3,56.49,4.08,3.68,14263.5,3243.42,46434.45,36526.41,57480.29,1158.12,9942.45,64382.94,76941.94
2026-10-27,South,Mobile,Sports,Organic Search,62373.82,2512,143,213,3842,143,0,3842,26545.81,52585.7,35828.01,50798.06,267,62674.9,57844.29,62373.82,4458,4772,394,80,3238.18,436.18,4.92,1.36,5573.29,1089.62,62373.82,39870.97,7993.16,19364.78,16060.59,19171.7,58657.95
2026-10-28,West,Web,Beauty,Social,18948.92,3406,477,958,11417,477,0,11417,5879.21,10356.95,13069.71,13003.9,1366,19199.57,17750.25,18948.92,8887,8779,149,257,13802.82,39.73,5.83,2.28,9283.09,3178.91,18948.92,13294.13,44946.67,869.38,18523.65,49028.64,68240.87
2026-10-29,East,Mobile,Electronics,Paid Search,170701.86,4295,364,735,9064,364,0,9064,78503.0,127933.96,92198.86,81093.73,1516,175178.52,165268.35,170701.86,2419,2518,245,146,11513.66,468.96,6.17,1.45,11443.49,2091.86,170701.86,144174.15,21493.65,14503.21,11386.77,33399.16,71711.75
2026-10-30,North,Web,Home,Organic Search,126438.53,5157,525,1652,15801,525,0,15801,46894.42,63711.48,79544.11,122435.44,2378,127434.21,124856.79,126438.53,5628,5599,55,84,1976.94,240.84,4.74,2.69,28899.15,5947.65,126438.53,100751.68,15447.59,7834.92,10495.73,66831.11,70508.87
2026-10-31,South,In-Store,Beauty,Direct,108804.35,5747,1539,3013,32921,1539,28454,8971,29222.86,80174.47,79581.49,105713.99,7306,110886.86,104803.97,108804.35,5690,5951,451,190,3431.06,70.7,1.95,3.31,12468.37,3459.78,108804.35,67651.5,54807.6,4137.77,13115.22,36333.21,103774.79
2026-11-01,East,Web,Home,Direct,118744.19,2185,1388,2096,22191,1388,0,22191,53532.93,95435.94,65211.26,93615.78,4395,121576.68,120767.17,118744.19,4930,5161,366,135,6701.96,85.55,2.35,3.08,25986.61,5431.6,118744.19,103362.57,18204.75,5736.62,21650.92,60736.36,73677.02
2026-11-02,West,Mobile,Home,Social,170071.16,4230,868,1025,15292,868,0,15292,62325.25,104844.8,107745.91,125312.82,2090,174136.89,172263.2,170071.16,4756,4879,447,324,2761.97,195.93,5.29,2.94,8605.47,4652.04,170071.16,120125.33,12428.41,7649.88,16716.77,54977.7,74388.91
2026-11-03,East,Web,Beauty,Direct,34727.26,3502,395,945,5947,395,0,5947,17848.19,24643.86,16879.07,18876.35,2208,35506.52,34964.86,34727.26,4135,4271,236,100,7966.99,87.92,2.15,1.16,25028.42,6121.08,34727.26,28205.9,10504.92,18578.28,11757.69,12917.31,46503.79
2026-11-04,North,Mobile,Beauty,Organic Search,31662.6,1573,1263,2070,27721,1263,0,27721,14977.72,27426.9,16684.88,21359.97,3995,32315.21,30627.3,31662.6,3468,3936,480,12,10961.0,25.07,4.28,4.15,40037.44,7820.11,31662.6,22949.5,23970.78,17948.46,4880.81,48977.43,53208.04
2026-11-05,East,In-Store,Home,Paid Search,131603.24,4811,389,1208,16372,389,10799,2502,64250.61,54870.64,67352.63,54222.83,2881,132720.55,122473.17,131603.24,7856,7870,200,186,5176.2,338.31,2.76,2.31,13217.25,4633.08,131603.24,84648.97,27320.05,6082.43,14959.29,65879.07,64628.62
2026-11-06,North,Mobile,Apparel,Direct,118148.11,1782,853,2084,25127,853,0,25127,36625.77,83517.12,81522.34,68664.53,3878,119058.55,118030.38,118148.11,3372,3504,250,118,9726.44,138.51,4.59,3.41,4770.42,2795.33,118148.11,79290.95,6377.12,18797.19,20525.29,43364.22,66298.96
2026-11-07,North,Web,Sports,Organic Search,54322.15,4595,1410,4378,30500,1410,0,30500,19043.4,34695.33,35278.75,30106.37,6607,55879.61,54841.58,54322.15,4416,4420,70,66,11102.79,38.53,6.01,3.85,21022.19,6648.06,54322.15,36622.51,29801.61,7667.41,6739.72,62760.96,53240.65
2026-11-08,North,Web,Beauty,Direct,137127.37,2677,190,402,2476,190,0,2476,39349.86,55220.56,97777.51,108701.67,768,140933.05,131322.59,137127.37,4152,4137,227,242,10399.96,721.72,1.63,1.03,7325.5,2843.96,137127.37,106782.56,29697.3,14500.34,9442.59,14306.27,86250.73
2026-11-09,Central,Mobile,Sports,Direct,153564.88,4644,1716,3730,41030,1716,0,41030,76169.49,128079.61,77395.39,83689.04,8253,156687.58,148894.96,153564.88,5136,5082,27,81,14787.02,89.49,4.13,4.45,5204.5,2570.78,153564.88,136199.98,50569.52,19885.2,8288.92,48016.05,103850.35
2026-11-10,East,Mobile,Home,Organic Search,50587.97,3467,1767,3583,48772,1767,0,48772,16197.73,20744.37,34390.24,34338.84,5043,51466.73,47674.04,50587.97,3402,3592,416,226,3846.58,28.63,6.87,4.18,28235.58,6029.74,50587.97,36937.94,59134.15,7988.65,20721.44,18288.49,98145.89
2026-11-11,South,In-Store,Beauty,Organic Search,55250.48,5325,1777,5097,26169,1777,21511,6627,27071.12,46252.12,28179.36,26052.59,8011,55731.49,54190.24,55250.48,5887,5915,350,322,14895.64,31.09,6.24,2.95,32979.2,7363.08,55250.48,43884.96,25172.05,7502.79,15791.82,19581.96,56282.44
2026-11-12,South,Mobile,Electronics,Social,82134.12,5153,1418,2339,28208,1418,0,28208,23775.48,68928.4,58358.64,66478.55,4302,82486.15,79707.17,82134.12,3619,4053,481,47,8607.56,57.92,2.19,1.51,4940.09,1013.53,82134.12,58449.86,5637.51,12055.77,3214.88,43024.58,40851.72
2026-11-13,West,Mobile,Sports,Social,23179.54,5896,549,1172,21771,549,0,21771,7827.53,14514.94,15352.01,17121.05,2472,23794.76,23515.26,23179.54,8551,8505,85,131,12038.63,42.22,5.54,2.76,16852.45,4957.15,23179.54,19351.67,44566.43,9062.69,24690.59,56476.09,83456.03
2026-11-14,North,In-Store,Electronics,Direct,108308.02,3779,315,761,4421,315,2671,803,57863.07,95213.75,50444.95,66327.29,1185,111396.68,107018.91,108308.02,2078,2070,330,338,6802.29,343.83,2.29,2.45,22627.2,6137.74,108308.02,90748.84,58187.49,10842.91,13241.16,19494.16,102169.75
2026-11-15,Central,Web,Electronics,Social,119408.59,5948,497,1088,8075,497,0,8075,30795.97,84023.46,88612.62,99227.07,2015,121629.3,116911.34,119408.59,7184,7444,290,30,7670.24,240.26,4.2,4.53,4991.24,1965.95,119408.59,102118.19,25464.45,6526.65,12821.53,14120.29,74580.75
2026-11-16,East,In-Store,Sports,Social,55443.28,4102,231,732,9531,231,4062,3643,26968.29,40006.65,28474.99,45450.68,1152,56487.94,52860.87,55443.28,4306,4214,273,365,12972.33,240.01,5.97,4.76,35032.87,7595.45,55443.28,44009.88,25389.34,12955.02,21659.18,11295.24,73638.74
2026-11-17,Central,In-Store,Beauty,Organic Search,144268.66,3258,1854,4784,43388,1854,23247,17218,67544.42,120556.42,76724.24,94331.14,9827,146257.75,141414.18,144268.66,7951,8283,398,66,8230.73,77.81,4.73,3.85,33987.0,6238.85,144268.66,105914.03,31191.02,7086.4,21437.79,17153.22,88014.55
2026-11-18,East,Web,Home,Paid Search,88898.59,4689,1848,3525,47025,1848,0,47025,32551.33,78151.4,56347.26,48780.95,7137,89408.38,89363.55,88898.59,5874,5811,276,339,8707.58,48.11,4.72,1.46,2531.28,714.33,88898.59,68997.95,32573.35,17440.34,5598.54,28832.59,70246.51
2026-11-19,South,In-Store,Sports,Direct,98153.59,3618,1679,2444,72804,1679,72464,26186,41920.35,73251.49,56233.24,85643.02,5671,98891.13,95294.11,98153.59,4355,4538,243,60,2140.85,58.46,6.69,4.93,8021.4,2249.47,98153.59,60744.5,10768.42,6948.35,6584.75,34192.37,49994.43
2026-11-20,North,Web,Apparel,Social,126217.99,3854,2195,4324,109369,2195,0,109369,59734.76,102629.41,66483.23,79569.04,10121,127496.9,123518.13,126217.99,3401,3164,107,344,6833.81,57.5,3.72,2.66,19566.64,5688.05,126217.99,90521.11,48399.29,3692.77,14212.79,54993.92,90175.56
2026-11-21,South,In-Store,Apparel,Email,134507.95,4571,2138,4348,33918,2138,27205,9335,73972.98,74157.95,60534.97,79787.62,6744,137591.18,129637.61,134507.95,5217,5248,397,366,4934.23,62.91,6.09,3.91,18649.73,6342.36,134507.95,98533.56,6700.47,14539.26,21517.78,61201.06,66693.8
2026-11-22,East,Mobile,Home,Organic Search,106155.27,2742,816,1984,14024,816,0,14024,55122.27,57743.11,51033.0,67217.71,2844,106807.17,100705.91,106155.27,3466,3644,277,99,13689.36,130.09,6.79,3.47,23402.73,4886.03,106155.27,71887.28,13633.28,10569.93,21261.73,21950.1,65630.25
2026-11-23,West,Web,Home,Paid Search,11764.45,2339,1652,3364,34751,1652,0,34751,4449.36,7388.33,7315.09,9561.66,7709,11951.76,11115.3,11764.45,8156,8530,458,84,6841.21,7.12,1.65,2.21,5549.67,2107.59,11764.45,9749.43,6935.34,2166.22,17045.17,54018.95,29015.23
2026-11-24,North,Mobile,Beauty,Paid Search,150324.7,1864,907,2616,14927,907,0,14927,79277.17,100813.9,71047.53,73027.55,6228,153546.18,148026.51,150324.7,3369,3504,428,293,13085.66,165.74,3.17,4.2,19110.8,3950.58,150324.7,95182.24,26285.03,13005.48,16099.22,48766.41,77297.99
2026-11-25,South,In-Store,Electronics,Social,141130.26,3818,234,525,10133,234,8884,1237,68578.67,60296.1,72551.59,65633.14,650,143693.0,141343.19,141130.26,5598,5782,275,91,7658.79,603.12,2.76,1.98,5502.43,1221.82,141130.26,101452.02,17706.15,191.91,16473.55,25800.35,54061.55
2026-11-26,North,In-Store,Home,Social,166602.06,3511,735,2131,12265,735,11490,3696,69930.7,126146.44,96671.36,79509.14,3251,170831.92,159459.61,166602.06,4483,4907,461,37,1910.97,226.67,6.49,2.97,7491.31,1675.63,166602.06,151454.67,7911.08,6885.32,12900.0,43807.71,51549.14
2026-11-27,West,Web,Electronics,Direct,165954.47,5612,1998,3858,30597,1998,0,30597,80093.83,109720.14,85860.64,120905.51,8952,169414.31,166003.92,165954.47,3687,3610,198,275,9211.29,83.06,1.89,3.16,2702.2,1774.52,165954.47,102366.87,17904.66,17558.54,2707.72,10228.41,74442.57
2026-11-28,North,Mobile,Home,Social,53380.25,3239,586,1121,23886,586,0,23886,27799.85,23692.66,25580.4,22252.11,1669,53707.4,50879.24,53380.25,5715,5428,30,317,4270.73,91.09,1.67,3.84,26960.04,6080.19,53380.25,46122.05,27824.8,4135.91,14879.6,27701.79,53515.94
2026-11-29,North,Mobile,Beauty,Email,58506.11,2707,492,1452,12806,492,0,12806,30134.83,34415.63,28371.28,33481.58,3430,59083.32,56224.65,58506.11,4154,4499,427,82,14205.74,118.91,4.41,1.81,13043.83,5684.35,58506.11,42260.87,18882.99,17331.5,6178.38,38766.16,52437.34
2026-11-30,North,Web,Electronics,Direct,162164.2,2494,1595,1904,62034,1595,0,62034,41086.45,65462.86,121077.75,151882.06,2646,164970.41,157393.6,162164.2,2656,2658,61,59,10796.75,101.67,5.14,4.4,24815.23,7346.05,162164.2,117796.62,5851.04,9112.56,2088.33,17682.11,62616.55
2026-12-01,West,Web,Apparel,Direct,86877.83,3071,2139,5622,65816,2139,0,65816,26430.52,49408.43,60447.31,79660.42,6884,87473.36,83318.48,86877.83,4731,4677,124,178,12590.02,40.62,7.63,2.64,5699.6,1562.02,86877.83,75101.5,29595.07,15287.92,6632.57,46857.85,75413.69
2026-12-02,Central,In-Store,Home,Direct,41585.4,1882,581,1118,14592,581,6776,4287,22148.85,33787.31,19436.55,22600.92,1759,42126.29,41177.44,41585.4,2574,2583,91,82,6533.19,71.58,3.92,4.06,5796.26,2860.6,41585.4,32879.58,6288.84,7252.4,22588.62,27472.1,42910.14
2026-12-03,Central,In-Store,Beauty,Direct,148278.63,5971,338,814,10208,338,7066,2568,40404.65,65485.5,107873.98,108452.73,1438,152552.06,146350.12,148278.63,3661,3617,215,259,13962.36,438.69,7.45,1.54,14612.6,6025.55,148278.63,132689.79,34796.67,6693.83,14160.51,37884.35,88186.83
2026-12-04,West,Web,Beauty,Paid Search,77253.02,3941,286,786,8212,286,0,8212,28018.18,60619.64,49234.84,48977.19,1069,79305.03,78995.6,77253.02,8576,8888,451,139,6430.7,270.12,7.94,1.62,25966.76,5093.59,77253.02,65522.73,29038.18,15073.14,17924.18,38031.08,76728.66
2026-12-05,West,Mobile,Electronics,Paid Search,117304.28,1811,1606,1894,50379,1606,0,50379,40470.86,83439.72,76833.42,116284.12,2588,117431.06,112534.8,117304.28,4544,4689,252,107,7501.21,73.04,2.12,1.75,18731.35,6001.22,117304.28,92203.1,50817.8,3788.76,6861.48,68678.19,96353.28
